text,description,image_path,ground_truth,prediction
"No te puedo bajar la luna y las estrellas, pero puedo hacer que tus tacones apunten hacia ellas.","La imagen es un meme que presenta una fotografía de una mujer acostada, sonriendo y mirando hacia abajo. Ella tiene el cabello oscuro y rizado, y lleva una blusa de color claro con un diseño de rayas. La expresión de su rostro es relajada y parece divertida. En la parte superior de la imagen hay un texto que dice: ""No te puedo bajar la luna y las estrellas, pero puedo hacer que tus tacones apunten hacia ellas"". El fondo es de un color neutro que no distrae la atención del mensaje y la imagen.",DS_IMG_603.jpg,neither,neither
"Papá, recuerdas cuando me decías ""cuando seas mayor comerás huevos""? Pues te presento a Ramón.","La imagen es un meme que presenta a dos hombres sonriendo mientras se abrazan. El hombre a la izquierda tiene el cabello corto y oscuro, viste una camiseta sin mangas, y parece estar disfrutando del momento con una expresión alegre. El hombre a la derecha, que lleva una camiseta de color claro, también está sonriendo y parece estar cómodamente apoyándose en el otro. De fondo, se puede ver un ambiente al aire libre, con árboles y un camino. El texto en la parte superior dice: ""PAPÁ, RECUERDAS CUANDO ME DECÍAS 'CUANDO SEAS MAYOR COMERÁS HUEVOS'?"", y en la parte inferior: ""PUES TE PRESENTO A RAMÓN"". El estilo del meme utiliza una fuente grande y en negrita, típico de muchos memes para enfatizar el mensaje.",DS_IMG_760.jpg,hate speech,neither
Cuando tu novio va ganando la pelea y tú sabes que él tiene la razón.,"La imagen es un meme que presenta un fondo de un diseño simple. En la parte superior se encuentra un texto que dice: ""Cuando tu novio va ganando la pelea y tú sabes que él tiene la razón."" Abajo, hay una mano amarilla presionando un botón rojo que tiene la inscripción ""ACTIVAR LLANTO"". El fondo y los elementos visuales sugieren un estilo humorístico típico de memes relacionados con situaciones de relaciones.",DS_IMG_1400.jpg,inappropriate content,neither
Cuando lloras pero NO te puedes secar las lágrimas.,"La imagen es un meme que muestra a una mujer con el rostro triste, llorando. Tiene el cabello rizado y de color rojo, y viste una blusa con un diseño floral. Al fondo, hay una mujer a la izquierda con gafas de sol y una camiseta de rayas, mostrando una expresión neutral. En la parte superior de la imagen, hay texto en español que dice: ""Cuando lloras pero NO te puedes secar las lágrimas"". El diseño del meme incluye un borde en color negro y un formato de texto grande y claro.",DS_IMG_1196.jpg,hate speech,neither
"Yo, cuando llego a cualquier lugar y hay más de 5 personas. Ya me quiero ir.","La imagen es un meme que muestra un entorno de café o restaurante con varias mesas de madera y sillas. En el primer plano, hay un muñeco de un unicornio con una expresión facial que parece de desánimo o incomodidad. En la parte superior de la imagen, hay texto en letras grandes y rosa que dice: ""YO, CUANDO LLEGO A CUALQUIER LUGAR Y HAY MÁS DE 5 PERSONAS"". En la parte inferior, en letras grandes y en un estilo de fuente diferente, se lee: ""YA ME QUIERO IR"". En la esquina inferior derecha, hay un pequeño logo o marca que dice ""okchicas"" acompañada de un labio rojo.",DS_IMG_2433.jpg,inappropriate content,neither
Cuando necesitas leche para tus galletas,"La imagen es un meme que presenta a un personaje azul y peludo, similar a un monstruo, que parece estar abrazando a una mujer. La mujer tiene una expresión de alegría y sorpresa, con una gran sonrisa y los ojos abiertos. Ella viste una camiseta sin mangas blanca. En el fondo, se pueden ver colores brillantes y desenfocados que sugieren un entorno animado, posiblemente un lugar público o de diversión. En la parte superior de la imagen, hay un texto en letras grandes que dice: ""Cuando necesitas leche para tus galletas"".",DS_IMG_2213.jpg,inappropriate content,neither
Entiendo que las porno no tengan trama... ¿pero era necesario trapear la planta?,"La imagen es un meme que presenta a una mujer con cabello largo y oscuro, sentada y con una expresión de descontento, mientras sostiene un teléfono móvil en su mano. Detrás de ella, un hombre calvo y musculoso está usando una escoba para limpiar alrededor de una planta en una oficina. El fondo es de colores neutros y hay un mueble que parece un escritorio. En la parte superior de la imagen, hay un texto que dice: ""Entiendo que las porno no tengan trama... ¿pero era necesario trapear la planta?""",DS_IMG_712.jpg,hate speech,neither
"Si wey ya vimos que no te gusta Bad Bunny, ahí cuando venga Mozart te avisamos.","La imagen es un meme que presenta a un personaje de aspecto animado, similar a una muñeca, con cabello rubio y peinado en una coleta alta. El personaje tiene una sonrisa confiada y un maquillaje llamativo. En el fondo, se puede observar un entorno urbano con luces brillantes, posiblemente de una ciudad. El texto en la parte inferior de la imagen dice: “Si wey ya vimos que no te gusta Bad Bunny, ahí cuando venga Mozart te avisamos”, lo que parece ser un comentario humorístico. La tipografía del texto es grande y clara, destacando en un color que contrasta con el fondo.",DS_IMG_122.jpg,hate speech,neither
"Yo en el cine viendo la peli de Barbie: Cuando Barbie mira a la cámara y dice ""tú puedes ser lo que quieras ser""","La imagen es un meme que presenta una escena dramática de un hombre con una expresión facial intensa, mostrando ojos llenos de lágrimas. El texto superior dice ""Yo en el cine viendo la peli de Barbie"", mientras que en la parte inferior está la frase ""Cuando Barbie mira a la cámara y dice 'tú puedes ser lo que quieras ser'"". En la esquina superior derecha, se encuentra el logotipo de ""Barbie"". En la parte inferior izquierda, hay un pequeño gráfico que parece ser un personaje de estilo cómic con el texto ""CAPIMEME"" al lado. El meme parece combinar un tono cómico con un momento emocional.",DS_IMG_1150.jpg,hate speech,hate speech
¡JULIO SE ASOMA!,"La imagen muestra a un hombre asomándose por una puerta entreabierta, sonriendo de manera amigable. Su rostro está parcialmente visible, con una expresión de felicidad. La parte inferior de la imagen contiene el texto ""¡JULIO SE ASOMA!"" en letras grandes y en un estilo llamativo, resaltando el mensaje. La puerta está de color madera clara, creando un contraste con el fondo y el vestuario del hombre, que parece ser de color azul.",DS_IMG_2330.jpg,hate speech,neither
Cuando te vas a ir a la fiesta pero justo ponen tu canción,"La imagen muestra un meme que incluye un texto en la parte superior que dice: ""Cuando te vas a ir a la fiesta pero justo ponen tu canción"". Debajo del texto, hay una fotografía de un camión grande que se encuentra atrapado en un túnel. El camión está bloqueando el espacio, lo que hace que el entorno parezca apretado. Las paredes del túnel son de un color amarillo claro y hay luces encendidas a lo largo de ambos lados. El pavimento parece húmedo, lo que sugiere que ha estado lloviendo. La combinación del texto y la imagen crea un contraste humorístico.",DS_IMG_1621.jpg,hate speech,neither
nunca espero nada de ustedes y aún así logran decepcionarme.,"La imagen es un meme que presenta una escena de una película o serie en la que un personaje, con una expresión sonriente, se encuentra sentado frente a una mesa. El personaje, que lleva un sombrero de fiesta, está rodeado de una decoración casera. En la parte superior de la imagen se encuentra el texto en letras grandes y en mayúsculas que dice: ""NUNCA ESPERO NADA DE USTEDES"". En la parte inferior, el texto también está en mayúsculas y dice: ""Y AÚN ASÍ LOGRAN DECEPCIONARME"". El formato del meme se caracteriza por su uso de texto superpuesto en un estilo llamativo, lo que enfatiza el mensaje.",DS_IMG_2650.jpg,hate speech,neither
¡Cuidado Salcido! ¡No es lo que parece! La fiesta de la selección mexicana.,"La imagen es un meme que utiliza un estilo gráfico típico de la serie de anime ""Dragon Ball"". En el centro, un personaje con cabello rubio y de pie en una postura de poder está rodeado por varios personajes que parecen estar preparados para una situación intensa. En la parte superior de la imagen, hay texto en letras grandes y de color amarillo que dice: ""¡CUIDADO SALCIDO! ¡NO ES LO QUE PARECE! LA FIESTA DE LA SELECCIÓN MEXICANA"". El fondo presenta un efecto de aura o energía que resalta el enfoque en los personajes en primer plano.",DS_IMG_2899.jpg,hate speech,hate speech
El 25 comiendo recalentado. 12 pm 3:00 pm 6:00 pm 9:30 pm,"La imagen es un meme que presenta cuatro paneles en un estilo de cómic. Cada panel muestra al personaje Vegeta, de la serie ""Dragon Ball"", comiendo en diferentes momentos del día, marcados en la parte superior de cada uno. 

- **Primer panel (12 pm)**: Vegeta está en un entorno de comedor, comiendo una pieza de carne con una expresión de satisfacción. 
- **Segundo panel (3:00 pm)**: Vegeta ahora utiliza una cuchara para comer un plato de comida, con una expresión concentrada.
- **Tercer panel (6:00 pm)**: Su expresión es más intensa, mordiendo con voracidad una pieza de carne.
- **Cuarto panel (9:30 pm)**: Vegeta tiene una expresión de satisfacción y cansancio, con los mejillas llenas de comida.

El meme incluye la frase ""El 25 comiendo recalentado"" en la parte superior.",DS_IMG_878.jpg,inappropriate content,hate speech
Cuando la tienes de perrito y te aprieta desde adentro. 😊,"La imagen es un meme que presenta a un personaje de animación con una expresión facial de satisfacción. El personaje tiene un rostro amarillento, con los ojos cerrados y una leve sonrisa. Su cabello es de color marrón y tiene una forma redondeada. Lleva una camisa blanca con un cuello visible. El fondo es de un color rosa sólido. En la parte superior de la imagen, hay un texto que dice: ""Cuando la tienes de perrito y te aprieta desde adentro."" y contiene un emoticono.",DS_IMG_1197.jpg,hate speech,neither
"No, miss yo tengo 32. Maestra solo son 9 firmas.","La imagen muestra a dos hombres en un entorno interior, posiblemente en un restaurante o una sala de reuniones. Uno de ellos lleva una camiseta amarilla y está de pie, con una expresión relajada. El otro hombre, de espaldas, viste una camisa blanca. Hay bocadillos de diálogo que indican el contenido de una conversación: el hombre en amarillo dice ""No, miss yo tengo 32"", y el otro responde ""Maestra solo son 9 firmas"". En el fondo se pueden observar elementos decorativos como hojas secas y un ventilador.",DS_IMG_2832.jpg,hate speech,neither
"Aquí casual, esperando que alguien se enamore de mí.","La imagen es un meme que se compone de cuatro paneles organizados en una cuadrícula. En la parte superior se encuentra un texto que dice: ""Aquí casual, esperando que alguien se enamore de mí"". 

1. Primer panel: Muestra un esqueleto humano en una cama, con un gotero conectado a una bolsa. El esqueleto está en una posición relajada.
  
2. Segundo panel: Presenta el esqueleto recostado sobre una cama, mirando un teléfono móvil que tiene en una mano. A su alrededor, hay una manta blanca.

3. Tercer panel: Muestra al esqueleto en una posición sentada, con las manos en las piernas, viendo hacia un lado.

4. Cuarto panel: Representa al esqueleto asomado detrás de una puerta, con una expresión estática, sugiriendo que está esperando.

El meme utiliza imágenes de un esqueleto en situaciones cotidianas para transmitir un mensaje humorístico sobre la soledad o la falta de atención romántica.",DS_IMG_2037.jpg,hate speech,neither
Nadie: El ajedrez:,"La imagen presenta un meme que se divide en dos partes. En la parte superior, se encuentra texto que dice ""Nadie:"" y debajo ""El ajedrez:"". En el contexto de la parte inferior, hay una escena surrealista con diversos elementos. A la izquierda, se observa un castillo en piedra; al centro, un caballo en posición de salto. Hacia la derecha, hay una figura que se asemeja a la reina, vestida con una corona y una banda. A su lado, hay un hombre vestido con un traje, y más a la derecha, un soldado verde de juguete. Finalmente, en la esquina inferior derecha, hay una figura que parece ser un papa, vestido con una túnica roja y un sombrero. El fondo es un paisaje verde con nubes blancas y un cielo azul.",DS_IMG_1888.jpg,hate speech,neither
Ese momento en el que te das cuenta que los Simpson predijeron que Higuaín jugaría en la Juventus.,"La imagen es un meme que presenta a dos personajes de la serie animada ""Los Simpson"". En el primer plano, Homer Simpson, vestido con una camiseta de árbitro a rayas, tiene una expresión sonriente y parece estar hablando con Lisa Simpson, quien está de espaldas y tiene una expresión pensativa. El fondo muestra un cielo azul con algunas nubes blancas y un poco de vegetación. El texto en la parte superior dice: ""ESE MOMENTO EN EL QUE TE DAS CUENTA"" y el texto en la parte inferior dice: ""QUE LOS SIMPSON PREDIJERON QUE HIGUÁIN JUGARÍA EN LA JUVENTUS"".",DS_IMG_1925.jpg,hate speech,neither
QUE FRÍO Y ESO QUE TODAVÍA NOS QUEDA JULIO EN TERO.....,"La imagen es un meme que combina elementos visuales y texto. En la parte superior, hay un cuadro de texto que dice ""QUE FRÍO"" y debajo, en otro cuadro, se lee ""Y ESO QUE TODAVÍA NOS QUEDA JULIO EN TERO....."". En el fondo, se observa un paisaje verde, posiblemente un campo. En el primer plano, hay un hombre con una expresión sonriente, vestido con una camisa clara y pantalones oscuros, montando sobre un ave grande, que parece un pato, con características exageradas. El ave tiene un cuerpo grande y un rostro peculiar y humanoide. La mezcla de elementos crea un efecto humorístico.",DS_IMG_2272.jpg,hate speech,neither
No me queda de otra. Voy a tener que luchar en la línea virtual de Ticketmaster.,"La imagen es un meme que está dividida en dos paneles, ambos basados en escenas de un anime. En el panel superior, un personaje muscular con cabello oscuro y un atuendo de combate sostiene una prenda, mostrando una expresión pensativa. El fondo presenta un cielo anaranjado y siluetas de estructuras. El texto en la parte superior dice: ""NO ME QUEDA DE OTRA"". En el panel inferior, el mismo personaje aparece con otra expresión, mirando hacia el frente. El texto en este panel indica: ""VOY A TENER QUE LUCHAR EN LA LÍNEA VIRTUAL DE TICKETMASTER"". El estilo del meme es humorístico, utilizando referencias culturales contemporáneas.",DS_IMG_2897.jpg,neither,neither
¿Sabes por qué hay hambre en África? Porque allá todos son negros y no tienen a quién robarle.,"La imagen es un meme que presenta un fondo con un diseño de dos tonos, predominantemente de color azul. En el centro, hay un perro de raza labrador, que lleva gafas. El perro tiene una expresión que puede interpretarse como seria o reflexiva. El texto está distribuido en dos partes: la parte superior pregunta: ""¿SABES POR QUÉ HAY HAMBRE EN ÁFRICA?"", y la parte inferior responde: ""PORQUE ALLÁ TODOS SON NEGROS Y NO TIENEN A QUIÉN ROBARLE"". El texto está en mayúsculas y en un color blanco que contrasta con el fondo.",DS_IMG_819.jpg,hate speech,neither
Bueno... Lo intentamos.,"La imagen es un meme que utiliza un fotograma de la película ""Toy Story"". En la escena, se pueden ver a varios personajes: el Sr. Cara de Papa, un cerdo rosa (que representa a Hamm), un personaje similar a Buzz Lightyear en la parte posterior, y un perro que parece ser Slinky. El fondo está rodeado de vegetación. En la parte superior y inferior de la imagen se encuentra texto en letras grandes que dice ""Bueno..."" en la parte superior y ""Lo intentamos"" en la parte inferior. Además, sobre el cerdo rosa hay un logo que representa a la selección de fútbol de México. El estilo del meme es humorístico y refleja un sentimiento de resignación o intento en un contexto deportivo.",DS_IMG_2646.jpg,hate speech,hate speech
Yo saliendo del drenaje del Foro Sol en el que me escondí 1 semana antes para estar hasta el frente de Taylor Swift.,"La imagen es un meme dividido en dos paneles, que muestra un gran grupo de personas en un concierto. En la parte superior, hay una mujer cubierta de barro con una gran sonrisa, poses que indican satisfacción, mientras otros asistentes al concierto también están emocionados, gritando y levantando las manos. En la parte inferior, la misma mujer cubierta de barro se repite con un fondo similar de personas igualmente emocionadas. La imagen está acompañada por un texto que hace referencia a haberse escondido en el drenaje del Foro Sol para poder estar cerca del escenario durante un concierto de Taylor Swift.",DS_IMG_2615.jpg,inappropriate content,hate speech
"""En Semana Santa maneje con responsabilidad. Usted no va a resucitar el domingo.""","La imagen es un meme que presenta a un personaje con una expresión seria. El fondo es de color claro, y el personaje lleva puesta una camiseta verde. En la parte superior de la imagen, hay texto en letras grandes y negritas que dice: ""EN SEMANA SANTA MANEJE CON RESPONSABILIDAD"". En la parte inferior, otro texto en negritas dice: ""USTED NO VA A RESUCITAR EL DOMINGO"". El estilo del meme se caracteriza por el uso de texto impactante y el uso de un personaje conocido que refuerza el mensaje humorístico.",DS_IMG_2250.jpg,hate speech,neither
me dijiste que eras buenísimo en la cama para roncar!,"La imagen es un meme que presenta dos paneles. En el panel de la izquierda, hay dos mujeres; una de ellas tiene una expresión enfadada y está señalando con el dedo, mientras que la otra parece sorprendida o atónita. En el panel de la derecha, hay un gato blanco sentado frente a un plato de comida. Encima de la imagen, hay un emoji que llora de risa. El texto en la parte superior dice: ""me dijiste que eras buenisimo en la cama"" y en la parte inferior: ""para roncar!""",DS_IMG_3168.jpg,hate speech,neither
Nunca espero nada de ustedes y aún así logran decepcionarme.,"La imagen es un meme que muestra a un niño sentado a la mesa con una expresión de decepción o desánimo. El niño lleva puesta una camiseta verde con el logo de la selección de fútbol de México. En el fondo, se pueden ver elementos decorativos que sugieren un ambiente hogareño, como un aparador y una pared con detalles. En la parte superior de la imagen, hay un texto que dice: ""Nunca espero nada de ustedes y aún así logran decepcionarme"". Este texto está en letras grandes y está centrado.",DS_IMG_2704.jpg,hate speech,neither
Tu abuela cuando le dices que ya no quieres recalentado,"La imagen muestra a una mujer mayor sentada en una silla. Tiene el cabello canoso y está vestida con una sudadera rosa. Con una mano, sostiene un arma de fuego de pequeño tamaño, mientras que con la otra parece estar apoyada en el brazo de la silla. La expresión de su rostro parece ser una combinación de sorpresa y determinación. Al fondo, se puede ver un entorno de una casa, con una mesa y una ventana. En la parte inferior de la imagen hay un texto que dice: ""Tu abuela cuando le dices que ya no quieres recalentado"", en un estilo de fuente grande y en color blanco.",DS_IMG_2910.jpg,inappropriate content,neither
Se viene Julio,"La imagen es un meme que presenta a un hombre con una expresión facial intensa, mostrando una mezcla de euforia y gritos. Su boca está abierta y parece estar emitiendo un grito. Al fondo, se puede ver el cabello de una mujer, cuya cabeza está cerca del hombre. El texto en la parte superior dice ""Se viene Julio"", en un tipo de letra grande y claro, sugiriendo un mensaje humorístico o de emoción. La composición está diseñada para evocar una reacción cómica.",DS_IMG_1961.jpg,neither,neither
¿Qué es más difícil de encontrar? Una mujer virgen o un hombre fiel.,"La imagen es un meme que presenta a una mujer con gafas, mirando hacia la cámara con una expresión ligeramente coqueta y una sonrisa. Su cabello es castaño oscuro y está peinado de forma casual. Sobre la imagen hay texto en letras grandes y en color negro que dice: ""QUE ES MAS DIFICIL DE ENCONTRAR?"" y debajo, en letras igualmente grandes, se lee: ""UNA MUJER VIRGEN O UN HOMBRE FIEL!"" acompañado de un emoticono de diablillo de color púrpura al final del texto. El fondo es de un color claro, lo que hace que el texto y la imagen sean llamativos.",DS_IMG_713.jpg,hate speech,neither
"-¿Y no me hará daño, hacer la limpieza así? -¿Así como? -Así sin música.","La imagen es un meme que presenta un ambiente interior de una sala. En el centro, hay un mono con una expresión facial seria, sosteniendo una escoba con una mano. A su lado hay un trapeador en el suelo. A la derecha, se encuentra una botella de un producto de limpieza de color morado, claramente etiquetada. Al fondo, se aprecian un sofá con un diseño floral, una lámpara de mesa y una mesa de café con algunos objetos decorativos. En la parte superior de la imagen, hay un texto en formato de diálogo que representa una conversación humorística.",DS_IMG_1601.jpg,hate speech,hate speech
"mija usted que estudió enfermería vea la presión de la olla de los frijoles, portá.","La imagen está dividida en dos paneles. En el panel izquierdo, se muestra a un hombre vestido con un traje blanco decorado con flores, llevando un sombrero con una cruz roja, y una insignia del IMSS en la manga. Su expresión es seria y se encuentra en un evento con un fondo lleno de cámaras y otras personas. En el panel derecho, hay una mujer con una expresión de desdén, mirando a la cámara con los labios ligeramente fruncidos. La superposición de texto dice: ""mija usted que estudio enfermería vea la presión de la olla de los frijoles porfa"". El estilo general del conjunto sugiere un meme humorístico.",DS_IMG_2133.jpg,hate speech,neither
"Estoy paseando al perro, agente.","La imagen es un meme que muestra a dos personajes de una película. A la izquierda, un personaje grande y peludo con rasgos similares a un oso, que lleva un cinturón con elementos tecnológicos, levanta las manos sobre la cabeza. A la derecha, un personaje humano con cabello castaño y expresión seria, también tiene las manos en la cabeza. El fondo presenta un entorno de bosque con árboles destruidos. En la parte superior de la imagen, hay un texto que dice: ""Estoy paseando al perro, agente.""",DS_IMG_2184.jpg,inappropriate content,neither
"A ver, con permiso. Soy carpintero y le voy a tomar las medidas para la caja.","La imagen es un meme que muestra una escena en un hospital. En el centro, hay un paciente en una cama que parece estar enfermo, con una expresión seria. Una mujer, vestida con un uniforme de enfermera, está tomando su pulso. A su lado, un hombre con un atuendo que sugiere que es un médico está observando la situación. Detrás de ellos, otra figura masculina está ajustando un monitor conectado al paciente. Además, hay un personaje que se asemeja a una representación de Jesucristo, con una túnica clara, que está observando la escena con interés y se ha inclinado ligeramente hacia el paciente. En la parte superior de la imagen, hay un texto que dice: ""A ver, con permiso. Soy carpintero y le voy a tomar las medidas para la caja."" El ambiente es el típico de un hospital, con equipos médicos visibles en el fondo y una iluminación que sugiere un entorno clínico.",DS_IMG_1140.jpg,hate speech,neither
¿Con quién pasarías 1 semana en este lugar sin móvil ni Internet?,"La imagen muestra un interior acogedor y rústico, probablemente una cabaña o un bungalow. Hay un espacio abierto con un piso de madera, donde se puede ver una cama cercana al suelo, cubierta con sábanas y una manta gris. A la izquierda, hay una planta decorativa y una lámpara de pie que aporta luz suave al ambiente. En la pared de fondo, se aprecian varios elementos decorativos, como un tablero de dardos, cuadros y máscaras. A la derecha, grandes ventanales permiten ver un paisaje natural con palmeras y agua, sugiriendo que el lugar está junto a un río o lago. También se observa un columpio negro colgado del techo, con un cojín naranja. En la parte superior de la imagen, hay un texto que plantea una pregunta sobre pasar una semana en ese lugar sin tecnología.",DS_IMG_1445.jpg,hate speech,neither
"Señores, fue un placer ver este mundial con ustedes. México pa la casa #MexicoVsArabia","La imagen es un meme que presenta una escena de una película en blanco y negro, donde un hombre está tocando un violín. Su expresión es seria y concentrada mientras sostiene el instrumento con la mano izquierda, moviendo el arco con la derecha. En el fondo, se pueden ver otros músicos, lo que sugiere que forma parte de una orquesta. En la parte superior de la imagen, hay un texto que dice: ""SEÑORES FUE UN PLACER VER ESTE MUNDIAL CON USTEDES. MÉXICO PA LA CASA #MexicoVsArabia"", lo que indica un contexto relacionado con un evento deportivo.",DS_IMG_2711.jpg,hate speech,neither
Te quiero mucho Checo,"La imagen presenta un fondo oscuro, en el cual se destacan las palabras ""TE QUIERO MUCHO CHECO"" en un estilo de texto grande y blanco, que transmite un mensaje de afecto. En el lado derecho de la imagen, hay un perro de raza indefinida, que parece un cachorro, vestido con una camiseta y una gorra de piloto de carreras, específicamente del equipo Red Bull Racing. La gorra tiene el número ""11"" visible, indicando una referencia a un piloto de esa escudería. El cachorro tiene una expresión seria, creando un contraste divertido con el mensaje cariñoso del texto.",DS_IMG_2695.jpg,hate speech,neither
"yo viendo todo el chisme de Selena, Arcángel, Anitta, Zayn y los Grammys","La imagen es un meme que muestra a una mujer sentada en un sofá de color morado. Ella tiene una expresión de sorpresa o asombro, cubriendo parcialmente su boca con una mano. Está mirando una laptop negra con un logo de una pera en la parte frontal. La mujer viste una camiseta de manga larga y pantalones con un estampado de signos de paz. El fondo incluye algunos objetos como una bola de ejercicio y un mueble de madera. El texto en la parte superior de la imagen menciona que está viendo chismes relacionados con varios artistas y los Grammys.",DS_IMG_318.jpg,hate speech,neither
Mis amigas: Qué guapa te ves hoy Yo:,"La imagen es un meme que presenta a un perro con un aspecto peculiar. El perro tiene un pelaje desordenado y una expresión que combina incredulidad y sorpresa, con ojos grandes y redondos. Su lengua está fuera de la boca, lo que le da un aire cómico. Lleva puesta una prenda de punto que parece un suéter, parcialmente visible. El fondo es desenfocado, con algunos objetos difusos. En la parte superior de la imagen, hay texto en letras grandes y en color rosa que dice: ""MIS AMIGAS: QUÉ GUAPA TE VES HOY"", y abajo a la izquierda está escrito ""YO:"" sin ningún texto adicional. En la esquina inferior derecha, aparece un logotipo que dice ""okchicas"" junto a un emoji de mujer.",DS_IMG_2149.jpg,hate speech,neither
"Cuando alguien le dice mejor amiga a tu mejor amiga. Ah no hermano, consíguete la tuya.","La imagen es un meme que presenta un diálogo entre dos personajes de una escena de una película. En la parte superior, se encuentra el texto en letras negritas y grandes que dice ""CUANDO ALGUIEN LE DICE MEJOR AMIGA A TU MEJOR AMIGA"". A continuación, en la parte inferior, se muestra el texto ""AH NO HERMANO, CONSÍGUE LA TUYA"" en un tamaño también destacado. Los personajes en la imagen muestran expresiones de sorpresa y confusión: uno tiene una expresión seria y el otro parece un poco desconcertado. El fondo es de colores difuminados, con un estilo de diseño que recuerda a otros memes populares.",DS_IMG_2152.jpg,hate speech,neither
¿Qué haces aquí? - Publicaste que si ganaba México regresábamos.,"La imagen es un meme que presenta un cuadro de diálogo en la parte superior con el texto ""¿Qué haces aquí?"" y una respuesta que dice ""Publicaste que si ganaba México regresábamos"". En el fondo, hay una persona con un rostro confundido o sorprendido. La persona tiene cabello oscuro y un bigote. Se pueden ver algunos objetos coloridos en primer plano, lo que sugiere que la escena tiene lugar en un entorno informal o festivo. El estilo general de la imagen es típico de los memes, con un contraste entre el texto destacado y la expresión facial del personaje, que añade un elemento cómico a la situación.",DS_IMG_2772.jpg,neither,neither
El bingo cuñado feminista: Igualdad significa trato especial para mí; Quiero decirte qué hacer y qué pensar; Todo me ofende; La mujer cobra menos por el mismo trabajo; (blablabla) por el hecho de ser mujer; Estoy estudiando para portavoza; La culpa es del heteropatriarcado; Llevarme la contraria es una forma de opresión; Culpabilizo a personas por su condición; Quiero privilegios por mi vagina divina.,"La imagen presenta un meme titulado ""EL BINGO CUÑAO FEMINISTA"" en la parte superior. Está dividida en una cuadrícula de 3x3 con nueve cuadros, cada uno conteniendo una frase o afirmación relacionada con la temática del feminismo. Las frases incluyen: ""Igualdad significa trato especial para mí"", ""Quiero decirte qué hacer y qué pensar"", ""Todo me ofende"", y otras, algunas de ellas utilizando un tono satírico. En la parte inferior, se observa a una persona con cabello oscuro y lacio, usando gafas y sosteniendo un teléfono móvil, presentada en un estilo que parece ser provocativo. El fondo es de color amarillo y el formato general sugiere una crítica social.",DS_IMG_250.jpg,hate speech,hate speech
¿Quién para? ALIENÍGENAS ANCESTRALES,"En la imagen, dos personas están sentadas en la cama, abrazadas. La mujer está en primer plano, mirando una pantalla de televisión que muestra el título ""ALIENÍGENAS ANCESTRALES"" en letras grandes y brillantes. La habitación tiene una decoración acogedora, con luces suaves alrededor del entorno. La cama está cubierta con una manta blanca y hay almohadas esparcidas. La expresión de ambos parece de interés o sorpresa mientras ven el programa. El ambiente es cálido y tranquilo, sugiriendo un momento íntimo de relajación.",DS_IMG_1537.jpg,hate speech,neither
Cuando tu tía estudia diseño gráfico y ya puede hacer sus propias imágenes de Piolín. Y decían que nunca iba a servir para nada.,"La imagen es un meme que muestra a un personaje de la serie animada ""Bob Esponja"", específicamente a Patricio Estrella, sentado en un entorno submarino. Patricio tiene una expresión que parece divertida y repleta de asombro. En la parte superior de la imagen, hay un texto en letras grandes que dice: ""CUANDO TU TÍA ESTUDIA DISEÑO GRÁFICO Y YA PUEDE HACER SUS PROPIAS IMÁGENES DE PIOLÍN"". En la parte inferior, hay un texto que dice: ""Y DECÍAN QUE NUNCA IBA A SERVIR PARA NADA"". El fondo incluye colores vibrantes y elementos del mundo marino, y el diseño sugiere un humor lúdico relacionado con la capacidad de crear algo.",DS_IMG_2066.jpg,hate speech,neither
Nadie: Un niño en el bus viéndome fijamente.,"La imagen es un meme que presenta un fondo con un ambiente interno de un autobús. En primer plano, hay un perezoso que asoma su cabeza hacia la cámara. El perezoso tiene una expresión facial que simula una pequeña sonrisa, con grandes ojos oscuros. En la parte superior de la imagen, se incluye un texto que dice: ""- Nadie: Un niño en el bus viéndome fijamente."" A la izquierda se pueden ver parcialmente a personas sentadas en el autobús. La composición es humorística, jugando con la idea de ser observado de manera intensa.",DS_IMG_1153.jpg,hate speech,neither
"Cuando tu amigo te da un paquete de papas pero ves que tu amigo se ríe -Dxtergente CABRÓN, ¿QUÉ HICISTE?!","La imagen es un meme que presenta un personaje animado, que tiene el cabello corto y de color marrón. Este personaje tiene una expresión de sorpresa y confusión, con un ceño fruncido y un ojo más cerrado que el otro, lo que da la impresión de enojo o molestia. El fondo es de un color verde, posiblemente representando un entorno al aire libre. 

En la parte superior de la imagen hay un texto en letras grandes que dice: ""Cuando tu amigo te da un paquete de papas pero ves que tu amigo se ríe"". En la parte inferior se encuentra otra línea de texto que dice: ""CABRÓN, QUÉ HICISTE?!"", lo que indica la reacción negativa del personaje. El meme incluye también una firma con el nombre ""Dxtergente"", que parece ser el autor del meme.",DS_IMG_1877.jpg,inappropriate content,neither
